,FECHA,FOLIO,PROVEEDOR,DESCRIPCION,TIPO GASTO,IMPORTE,IVA,TOTAL MX
815,2021-03-01,90106837,SEGUROS MONTERREY NEW YORK LIFE SA DE CV,Pago,SEGUROS,0.0,0.0,0.0
816,2021-03-01,88199,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,CABLE TERMOPAR MALLA INOX TIPO J-FB-FB-SSB-20S ROLLO 100M,COMPRAS,0.0,0.0,0.0
817,2021-03-01,000053195243,CFE SUMINISTRADOR DE SERVICIOS BASICOS,Pago,ENERGIA ELECTRICA,89.75,14.36,104.11
818,2021-03-01,20088,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,560.0,89.6,649.6
819,2021-03-01,670,Asunto Arreglado SC,Pago,HONORARIOS PF,2436.6,389.86,2826.46
820,2021-03-01,36853915,Autotransportes de Carga Tresguerras S.A de C.V.,Pago,PAQUETERIA,258.91,42.67,301.58000000000004
821,2021-03-01,327017,AUTOZONE DE MEXICO S DE RL DE CV,DLM19   LIMPIAPARABRISAS,COMPRAS,336.9,55.03,391.93
822,2021-03-01,10345612,Servicios Comerciales Amazon México S. de R.L. de C.V.,Omron Monitor Automático HEM7120,NO DEDUCIBLE,6300.0,48.0,6348.0
823,2021-03-01,2096,TERESA BAILON BAEZA,Pago,SANITIZACION,175.0,0.0,175.0
824,2021-03-01,142,INGENIERIA EN SISTEMAS AUTOMATIZADOS E INSTRUMENTACION SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
825,2021-03-01,0161556937,"AT&T COMERCIALIZACIÓN MÓVIL, S. DE R.L. DE C.V.",Renta de Plan ATTv3 ConTodoNegoc 239 C,TELEFONO,0.0,0.0,0.0
826,2021-03-01,39,FERNANDO LARA SANTILLAN,Software de planificación web,MTTO COMPUTO,0.0,0.0,0.0
827,2021-03-01,2927,BENJAMÍN MAYA MONDRAGÓN,BAYONETAS  DE 12 MM DIAMETRO INT. CON 2 RANURA,COMPRAS,900.0,144.0,1044.0
828,2021-03-01,1020,MARISOL MENDOZA CHAVEZ,Pago,COMPRAS,0.0,0.0,0.0
829,2021-03-01,4060,NOVATEL MEXICANA S.A. DE C.V,Pago,COMPRAS,0.0,0.0,0.0
830,2021-03-01,284,MARIA DEL ROSARIO OVIEDO ORTIZ,Póliza Integral de Servicio,MTTO COMPUTO,3052.0,488.32,3540.32
831,2021-03-01,9197,OPERADORA RIVERA SACRA SA DE CV,32011 MAGNA,GASOLINA,1400.0,224.0,1624.0
832,2021-03-01,9217,OPERADORA RIVERA SACRA SA DE CV,32011 MAGNA,GASOLINA,4319.1,601.2,4805.3
833,2021-03-01,42343857,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR DEBIT A NOM EVOPAYMX,COMISION BANCARIA,4319.1,601.2,4805.3
834,2021-03-01,135,TRAINING AND REALTY BUSINESS S DE RL DE CV,"Capacitación y asesoría para la Implementación del Sistema de Gestión de
Seguridad, Salud y Medio Ambiente (EHS)
Abril 2021",CAPACITACION,221.0,35.36,247.52
835,2021-03-01,135010,"Travers Tool, S. de R.L. de C.V.",Pago,COMPRAS,2544.0,407.04,2951.04
836,2021-03-01,381,Sanjuana Vargas Almanza,Pago,COMPRAS,1800.0,288.0,2088.0
837,2021-03-01,5865,WILCON INGENIERIA Y DIBUJO SA DE CV,Pago,COMPRAS,341.0,54.56,395.56
838,2021-03-01,3128,SOLUCIONES LABORALES CF S.A. DE C.V.,Servicio de comercialización,SUELDOS VENTAS,2190.25,350.44,2540.69
839,2021-03-01,4177,ESQUEMAS DE PRODUCTIVIDAD EMPRESARIAL S.C.,Servicios de contabilidad de costos,SUELDOS PRODUCCION,0.0,0.0,0.0
840,2021-03-01,980,GRUPO INDUSTRIAL CASILLAS SA DE  CV,SERVICIOS DE FACTURACIÓN,MAQUILAS GIC,1467.0,234.72,1701.72
841,2021-03-01,13002416,GRUPO INSUL THERM S.A. DE C.V.,RF 3075 DE 1.5 PULG X 48 X 100 PIES CON BARRERA DE VAPOR DE ALUMINIO REFORZADO,COMPRAS,2333.0,373.28,2706.28
842,2021-03-01,1401289254,"Grainger, S.A. DE C.V.",Pago,COMPRAS,4319.1,601.2,4805.3
843,2021-03-01,5749,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 10 M3 .,COMPRAS,350.0,56.0,406.0
844,2021-03-01,2980,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,1304.0,208.64,1512.64
845,2021-03-01,70658,NOVATEL MEXICANA S.A. DE C.V,"CINTA 0.005"" C/A STD DE 3"" X 33 MT",COMPRAS,650.0,104.0,754.0
846,2021-03-01,70660,NOVATEL MEXICANA S.A. DE C.V,"BANDA 0.006"" TWO PLY 15 MM X 750 MM",COMPRAS,1000.0,160.0,1160.0
847,2021-03-01,42392088,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR DEBIT A NOM EVOPAYMX,COMISION BANCARIA,0.0,0.0,0.0
848,2021-03-01,000002773,PREVISION DEL TRABAJO SA DE CV,Previvale Despensa Chip / Contraprestación,VALES DESPENSA,293.34,46.94,340.28
849,2021-03-01,727,TRABAJADORES PROACTIVOS DEL CENTRO SC,Inspección de materiales o productos,SUELDOS PRODUCCION,18.97,3.03,22.0
850,2021-03-01,71796,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",TUBO 120/1,COMPRAS,2160.0,345.6,2505.6
851,2021-03-01,34716,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,6598.22,601.2,7258.05
852,2021-03-01,3884,"American Brother, S.A. de C.V.",SELLADORA TIPO CIZALLA OPERACION MANUAL  EN ACERO TIPO(PCS300I),COMPRAS,4319.1,601.2,4805.3
853,2021-03-01,MAT_1614_00001,CACELEC SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
854,2021-03-01,3922650,"COSTCO DE MEXICO, S.A. DE C.V.",PASAS CON CHOCOLATE 1.53 KG KIRKLAND SIGNATURE,NO DEDUCIBLE,4319.1,601.2,4805.3
855,2021-03-01,728450,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,1551.6,248.26,1789.62
856,2021-03-01,28,FRANCISCO DE GUADALUPE NOGUERAS RUBIO,Servicio dirección empresarial,GERENCIA ADMON,3075.75,492.12,3567.87
857,2021-03-01,42399194,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR DEBIT A NOM EVOPAYMX,COMISION BANCARIA,4319.1,601.2,4805.3
858,2021-03-01,4587,CARLOS ENRIQUE ZERMEÑO GUTIERREZ,Pago,COMPRAS,243.1,38.9,273.16
859,2021-03-01,662855,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX, GRUPO FINANCIERO",COMISIONES E INTERESES,COMISION BANCARIA,95.12,15.22,107.31
860,2021-03-01,1092957089,BANCO MERCANTIL DEL NORTE SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO BANORTE,SERVICIOS BANCARIOS,COMISION BANCARIA,6780.0,601.2,7864.8
861,2021-03-01,1094039,EFECTIVALE S. de R.L. de C.V.,CONSUMOS DE COMBUSTIBLE DE MONEDEROS ELECTRONICOS,GASOLINA,5265.2,842.43,6107.63
862,2021-04-01,2929,BENJAMÍN MAYA MONDRAGÓN,Pago,COMPRAS,1144.0,183.04,1327.04
863,2021-04-01,0001010100750847116902,"BANCO NACIONAL DE MEXICO, S.A.",COMISION COBRADA,COMISION BANCARIA,162.0,25.92,187.92
864,2021-04-01,0001010100752163714102,"BANCO NACIONAL DE MEXICO, S.A.",COMISION COBRADA,COMISION BANCARIA,1295.4,207.26,1502.66
865,2021-04-01,3925763,"COSTCO DE MEXICO, S.A. DE C.V.",BRASIER SIN VARILLAS 2 PIEZAS CAROLE HOCHMAN,NO DEDUCIBLE,4319.1,0.0,4805.3
866,2021-04-01,868461,"COSTCO DE MEXICO, S.A. DE C.V.",ACERO INOXIDABLE 40OZ 2 PIEZAS TAKEYA TERMICAS,NO DEDUCIBLE,4319.1,0.0,4805.3
867,2021-04-01,229897,BEPENSA LEASING S.A. DE C.V.,AA RENTA EXIGIBLE CL0000006876 9/36 de 03/03/2021 a 02/04/2021,ARRENDAMIENTO FINANCIERO,4319.1,601.2,4805.3
868,2021-04-01,229898,BEPENSA LEASING S.A. DE C.V.,AA RENTA EXIGIBLE CL0000006877 9/36 de 03/03/2021 a 02/04/2021,ARRENDAMIENTO FINANCIERO,2400.0,384.0,2784.0
869,2021-04-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,245.0,0.0,245.0
870,2021-04-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,336.9,55.03,391.93
871,2021-04-01,88,HONORINA GARCIA RUBIO,Pago,CAPACITACION,0.0,0.0,0.0
872,2021-04-01,48700,JORGE LUIS GARCIA TRUJILLO,Tuerca Liviana Galv. 1/8   NC,COMPRAS,0.0,0.0,0.0
873,2021-04-01,20157,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,0.0,0.0,0.0
874,2021-04-01,42438579,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR DEBIT A NOM EVOPAYMX,COMISION BANCARIA,0.0,0.0,0.0
875,2021-04-01,3699,Sanjuana Vargas Almanza,HUXB2-AD16-R2-PILOTO LED 22mm ROJO 127 V ,COMPRAS,4319.1,601.2,4805.3
876,2021-04-01,776111,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-NOI Mensual 1 Usr(s),MTTO COMPUTO,4319.1,601.2,4805.3
877,2021-04-01,4052,EDGAR AGUILAR DIAZ,SOLDADURA 6013 1/8,COMPRAS,4233.0,677.28,4910.28
878,2021-04-01,120698,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,4482.0,717.12,5199.12
879,2021-04-01,120699,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,4319.1,601.2,4805.3
880,2021-04-01,4371,ELECTROTERMICA NACIONAL SA DE CV,Pago,COMPRAS,4319.1,601.2,4805.3
881,2021-04-01,5503037593,"Grainger, S.A. DE C.V.","Dado Rdond Ajstabl,#3,Diá.13/16plg  Fecha Pedimento 16/03/2021",COMPRAS,0.0,0.0,0.0
882,2021-04-01,573332,HDI SEGUROS S.A DE C.V,PRIMA NETA,SEGUROS,2175.36,348.06,2523.42
883,2021-04-01,420210301898904,"INTERCAM BANCO S.A., INSTITUCION DE BANCA MULTIPLE, INTERCAM GRUPO FINANCIERO",COMISION POR TIMBRADO FISCAL,COMISION BANCARIA,1196.46,191.43,1387.89
884,2021-04-01,420210301898904,"INTERCAM BANCO S.A., INSTITUCION DE BANCA MULTIPLE, INTERCAM GRUPO FINANCIERO",COMISION POR TIMBRADO FISCAL,COMISION BANCARIA,406.73,65.06,471.79
885,2021-04-01,22021030028311,"INTERCAM FONDOS, S.A. DE C.V. SOCIEDAD OPERADORA DE FONDOS DE INVERSION INTERCAM GRUPO FINANCIERO",Comisiones y Otros Cargos,COMISION BANCARIA,16.0,2.56,18.56
886,2021-04-01,4118083,IIRSACERO S.A DE C.V,1018 RED 3.17 MM(1/8)EF,COMPRAS,16.0,2.56,18.56
887,2021-04-01,577,INGENIERIA EN SISTEMAS AUTOMATIZADOS E INSTRUMENTACION SA DE CV,CABLE PARA TERMOPAR TIPO J CAL. 20 TEFLON,COMPRAS,4319.1,0.0,4805.3
888,2021-04-01,1787,JOSE ISMAEL MANCILLA COLUNGA,S CONTABLE MES MARZO 2021,HONORARIOS CONTABLES,0.0,0.0,0.0
889,2021-04-01,45995,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"BARRA HEXA. DE LATON DE 1 1/4""",COMPRAS,1318.54,210.97,1529.51
890,2021-04-01,29,FRANCISCO DE GUADALUPE NOGUERAS RUBIO,Servicio dirección empresarial,GERENCIA ADMON,1750.0,280.0,2030.0
891,2021-04-01,42471901,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,250.0,40.0,290.0
892,2021-04-01,000002848,PREVISION DEL TRABAJO SA DE CV,Previvale Despensa Chip / Contraprestación,VALES DESPENSA,535.0,85.6,620.6
893,2021-04-01,71903,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUELADO 300° C CAL. 12,COMPRAS,1322.0,211.52,1533.52
894,2021-04-01,88508,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,"TAPON LATON MACIZO 2 1/2"" NPT #12",COMPRAS,1200.0,192.0,1392.0
895,2021-04-01,1440647527,"DHL EXPRESS MEXICO, S.A. DE C.V.",Pago,MENSAJERIA,1077.0,172.32,1249.32
896,2021-04-01,2116,ANDRES FRANCO SOSA,ALETA CONTINUA DE ACERO INOX. PARA TUBULAR DE 12.7,COMPRAS,0.0,0.0,0.0
897,2021-04-01,70700,NOVATEL MEXICANA S.A. DE C.V,"NOVAFLON 0.010"" STD C/A SILICONADO O",COMPRAS,1800.0,288.0,2088.0
898,2021-04-01,42495347,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,219.02,35.04,254.06
899,2021-04-01,3747,JOSE EFREN TORAL MALAGON,Pago,COMPRAS,135.76,21.72,157.48
900,2021-04-01,3786,Sanjuana Vargas Almanza,1304120-CORDÓN USO RUDO ST CALIBRE AWG 4C/12 Negro 1304120 ,COMPRAS,590.0,94.4,684.4
901,2021-04-01,4063,EDGAR AGUILAR DIAZ,ESMALTE GRIS 1 LT,COMPRAS,1742.0,278.72,2020.72
902,2021-04-01,4064,EDGAR AGUILAR DIAZ,DADO PARA TARRAJA DIAMETRO 2 ROSCA 7/8-14,COMPRAS,0.0,0.0,0.0
903,2021-04-01,4065,EDGAR AGUILAR DIAZ,BROCA A.V. 13/16,COMPRAS,727.0,116.32,843.3199999999999
904,2021-04-01,88645,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,OXIDO DE MAGNESIO TIPO 5BLST,COMPRAS,125.0,0.0,125.0
905,2021-04-01,3155,SOLUCIONES LABORALES CF S.A. DE C.V.,Servicio de comercialización,SUELDOS VENTAS,181.22,28.99,210.21
906,2021-04-01,4667,C.E. FIRE S.A. DE C.V.,"Tabla de fibra ceramica 2""x24""x36""",COMPRAS,760.4,121.66,882.06
907,2021-04-01,1801,MELISSA CORDERO IBARROLA,"TUBING INCOLOY T-800 3/8"" Ø CAL. 22",COMPRAS,511.0,0.0,511.0
908,2021-04-01,4185,ESQUEMAS DE PRODUCTIVIDAD EMPRESARIAL S.C.,Servicios de contabilidad de costos,SUELDOS PRODUCCION,4319.1,601.2,4805.3
909,2021-04-01,4186,ESQUEMAS DE PRODUCTIVIDAD EMPRESARIAL S.C.,Servicios de cadena de montaje,SUELDOS PRODUCCION,4319.1,601.2,4805.3
910,2021-04-01,3014,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,70.0,0.0,70.0
911,2021-04-01,105816,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,476.0,76.16,552.16
912,2021-04-01,42519687,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR DEBIT A NOM EVOPAYMX,COMISION BANCARIA,61.08,9.77,70.85
913,2021-04-01,26875,"PRODUCTOS POLIMEX, S.A. DE C.V.",CEMENTO CERAMICO,COMPRAS,4130.0,660.8,4790.8
914,2021-04-01,122,PREVISION DEL TRABAJO SA DE CV,Previvale Despensa Chip / Contraprestación,VALES DESPENSA,4129.65,22.34,4151.99
915,2021-04-01,XXXX,IGNACIO ROJAS GOMEZ,CONTACTO 50AMP 220V 50/60 HZ 2NO2NC CG,COMPRAS,2728.0,436.48,3164.48
916,2021-04-01,1368,TUVASUR DEL BAJIO SA DE CV,Pago,COMPRAS,817.45,126.18,943.63
917,2021-04-01,745,TRABAJADORES PROACTIVOS DEL CENTRO SC,Servicios de mantenimiento y reparación de equipos eléctrico,SUELDOS PRODUCCION,989.12,153.51,1142.63
918,2021-04-01,3845,Sanjuana Vargas Almanza,1303180-CORDÓN USO RUDO ST CALIBRE AWG 3C/18 Negro 1303180 ,COMPRAS,519.39,80.61,600.0
919,2021-04-01,405,Sanjuana Vargas Almanza,Pago,COMPRAS,1767.52,285.06,2052.58
920,2021-04-01,407,Sanjuana Vargas Almanza,Pago,COMPRAS,1932.69,315.73,2248.42
921,2021-04-01,4592,CARLOS ENRIQUE ZERMEÑO GUTIERREZ,VARILLA DE SOLDADURA DE PLATA AL 35% EN 1/16 X 18,COMPRAS,0.0,0.0,0.0
922,2021-04-01,72041,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",TERMINALES A TOPE 10-12,COMPRAS,0.0,601.2,1695.81
923,2021-04-01,34996,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,0.0,272.13,272.13
924,2021-04-01,48101,AUTOCOM NOVA  SAPI DE CV,"SERVICIO 20,000KM MARCH",MTTO TRANSPORTE,4319.1,601.2,7653.93
925,2021-04-01,4860,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.","ALAMBRE DESNUDO PARA TERMOPAR TIPO K NEGATIVO, CAL. 8 AWG
",COMPRAS,4319.1,601.2,4805.3
926,2021-04-01,18433295,ADT Private Security Services de México S.A. de C.V.,Monitoreo Dual Com Ret,MONITOREO CAMARAS ADT,4319.1,601.2,4805.3
927,2021-04-01,31834296,ADT Private Security Services de México S.A. de C.V.,Pago,MONITOREO CAMARAS ADT,4319.1,601.2,4805.3
928,2021-04-01,2454,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,Pago,COMPRAS,2046.13,327.38,2373.51
929,2021-04-01,2471,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,Pago,COMPRAS,4319.1,601.2,4805.3
930,2021-04-01,2472,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,Pago,COMPRAS,4319.1,601.2,4805.3
931,2021-04-01,394,HONORINA GARCIA RUBIO,"Apoyo de un consultor alfa para Implementación de un Sistema de Gestión de la Calidad SGC en CALOR Y CONTROL SA DE CV., acorde a la norma ISO 9001 versión 2015",CAPACITACION,1649.05,263.85,1912.9
932,2021-04-01,70726,NOVATEL MEXICANA S.A. DE C.V,"BANDA 0.030"" DE 10"" X 213""",COMPRAS,0.0,0.0,0.0
933,2021-04-01,42542448,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,0.0,0.0,0.0
934,2021-04-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,15.97,2.56,18.53
935,2021-04-01,128614,WILCON INGENIERIA Y DIBUJO SA DE CV,BLOCK VALE PROVISIONAL ESTRELLA,COMPRAS,206.07,32.97,239.04
936,2021-04-01,88798,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,TOPE A INOX 900-31 CAL 14-16,COMPRAS,960.0,153.6,1113.6
937,2021-04-01,042490,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,0.0,0.0,0.0
938,2021-04-01,167,INGENIERIA EN SISTEMAS AUTOMATIZADOS E INSTRUMENTACION SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
939,2021-04-01,20324,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,70.0,0.0,70.0
940,2021-04-01,XXXX,IGNACIO ROJAS GOMEZ,ZAPATA ESPADA NOX A.T.  CAL 16-14,COMPRAS,0.0,601.2,2137.53
941,2021-04-01,72076,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",ALAMBRE S.G. RESIST. NO. 8,COMPRAS,303.73,48.59,352.32000000000005
942,2021-04-01,3599,"COMERCIALIZADORA CHRISALIM, S.A. DE C.V.",CEPILLO PLANCHITA ITALIANA (PPI-2011) CEPIMEX,COMPRAS,812.5,130.0,942.5
943,2021-04-01,7011,DH4 COMERCIALIZADORA SA DE CV,"COMISION DEL 4% EN LA INTERMEDIACION MERCANTIL POR LA COLOCACION DE DIVERSAS RESISTENCIAS ELECTRICAS, A VARIOS CLIENTES DURANTE EL PERIODO DE MARZO DE 2021",SUELDOS DIRECCION,4319.1,601.2,4805.3
944,2021-04-01,449,MARIA MAGDALENA MARTINEZ ZAMORA,Maq. elect. p/sellar bolsa de 120 cm p/pol. mesa ancha y circuito reforzado.,COMPRAS,0.0,0.0,0.0
945,2021-04-01,XXXX,ANA LORENA PARRA LOPEZ,Servicio de Autolavado 12 autos y 3 pickup,MTTO TRANSPORTE,492.24,78.76,571.0
946,2021-04-01,42586388,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,4319.1,601.2,4805.3
947,2021-04-01,12237,QUIMICA ZEUX SA DE CV,DESOXI-ZEUX,COMPRAS ,4319.1,601.2,4805.3
948,2021-04-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,4319.1,601.2,4805.3
949,2021-04-01,1111766,"Travers Tool, S. de R.L. de C.V.","AFILADORA 3/32""-3/4"" DRILL DOCTOR",COMPRAS,166.76,26.68,193.44
950,2021-04-01,423,Sanjuana Vargas Almanza,Pago,COMPRAS,5039.65,646.2,5685.849999999999
951,2021-04-01,72107,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",TERMOSTATO C.A.E.M. 50-300C B.C.,COMPRAS,0.0,0.0,0.0
952,2021-04-01,790609,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-COI Mensual 1 Usr(s),MTTO COMPUTO,2288.85,366.22,2655.07
953,2021-04-01,4872,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.","AISLADOR REDONDO CAL. 8 AWG DE 4
CANALES X 2"" DE LARGO, 9/16 DE DIAM.
",COMPRAS,958.28,131.12,1089.4
954,2021-04-01,4873,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.","CABEZA DE ALUMINIO TAPA ROSCADA DE
1/2"" A PROCESO X 1/2"" AL CONDUIT,  
TAMAÑO STD TIPO: C
",COMPRAS,405.0,64.8,469.8
955,2021-04-01,2486,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,Pago,COMPRAS,4319.1,601.2,4805.3
956,2021-04-01,17735,CLARITY SYSTEMS S.A. DE C.V.,RENTA MENSUAL SISTEMA DE PURIFICACION ACCUAPERFECTA 4 ALCALINO,ALIMENTOS,4278.0,684.48,4962.48
957,2021-04-01,40,FERNANDO LARA SANTILLAN,Software de planificación web,MTTO COMPUTO,5000.0,800.0,4766.5
958,2021-04-01,42621709,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,5000.0,800.0,4766.5
959,2021-04-01,728,Seguridad y Conocimiento Industrial SA de CV,Pago,CAPACITACION,0.0,0.0,0.0
960,2021-04-01,3935,"SUPER Q, S. A. DE C. V.",AGUA NATURAL GARRAFON 20 LT EPURA,ALIMENTOS,4319.1,601.2,4805.3
961,2021-04-01,136091,"Travers Tool, S. de R.L. de C.V.",Pago,COMPRAS,239.86,38.38,278.24
962,2021-04-01,6587,VERIFICENTRO ANGELOPOLIS SA DE CV,VERIFICACION DE EMISION DE CONTAMINANTES AUTOMOTRIZ (USO PARTICULAR Y PESADO HOLOGRAMA TIPO 2),MTTO TRANSPORTE,1950.0,312.0,2262.0
963,2021-04-01,72176,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CINTA NICROMEL 80 3.180 X 0.381,COMPRAS,0.01,0.0,0.01
964,2021-04-01,37160284,Autotransportes de Carga Tresguerras S.A de C.V.,Flete,PAQUETERIA,105.0,0.0,105.0
965,2021-04-01,2118,"ASOCIACION DE MIPYMES INDUSTRIALES DE QUERETARO, A.C.",Cuota Extraordinaria 20 abril 2021,CAPACITACION,55.89,8.94,64.83
966,2021-04-01,4078,EDGAR AGUILAR DIAZ,BURIL CUADRADO 1/4 DERECHO,COMPRAS,4319.1,0.0,4805.3
967,2021-04-01,9965,VICTOR HUGO CASTRO CANSINO,FUNDENTE UTP AG PARA SOLDADURA DE PLATA,COMPRAS,0.0,0.0,0.0
968,2021-04-01,1013,"CALFER DE MEXICO,S.A. DE C.V.",Pago,COMPRAS,130.0,20.8,150.8
969,2021-04-01,000053645329,CFE SUMINISTRADOR DE SERVICIOS BASICOS,Energia,ENERGIA ELECTRICA,1495.7,239.31,1735.01
970,2021-04-01,91,HONORINA GARCIA RUBIO,Pago,CAPACITACION,6544.38,601.2,7198.82
971,2021-04-01,1401301486,"Grainger, S.A. DE C.V.",Pago,COMPRAS,6598.23,601.2,7258.059999999999
972,2021-04-01,13004683,INSUL-THERM S. A. DE C. V.,RF-3075 DE 1.5 PULG X 48 PULG X 100 PIES CON BARRERA DE VAPOR DE ALUMINIO REFORZADO,COMPRAS,1110.0,177.6,1287.6
973,2021-04-01,2946,BENJAMÍN MAYA MONDRAGÓN,ADAPTADOR PARA BAYONETA DE 2 GIROS CORTO DE 3/16,COMPRAS,4319.1,601.2,4805.3
974,2021-04-01,30,FRANCISCO DE GUADALUPE NOGUERAS RUBIO,Servicio dirección empresarial,GERENCIA ADMON,4319.1,601.2,4805.3
975,2021-04-01,42638846,EVO PAYMENTS MEXICO S. DE R. L. DE C.V.,COBRO COMIS TAR CRED A NOM EVOPAYMX,COMISION BANCARIA,264.62,42.34,306.96000000000004
976,2021-04-01,4614,SERVICIOS ORIENTA S.C.,PAE,HONORARIOS PM,344.51,55.12,399.63
977,2021-04-01,72226,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUEL PURO 500° C CAL. 14,COMPRAS,4200.0,672.0,4872.0
978,2021-04-01,72231,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",RESISTENCIA FORRADA SILICON 15 OHMS,COMPRAS,2247.0,359.52,2606.52
979,2021-04-01,35158,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,4319.1,601.2,4805.3
980,2021-04-01,89121,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,"TUBO A INOX CEIV 1""X304L-028",COMPRAS,4319.1,601.2,4805.3
981,2021-04-01,89141,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,CABEZA REMATE 1/2,COMPRAS,4319.1,601.2,4805.3
982,2021-04-01,3189,SOLUCIONES LABORALES CF S.A. DE C.V.,Servicio de comercialización,SUELDOS VENTAS,100.23,16.03,113.05
983,2021-04-01,1292048,EFECTIVALE S. de R.L. de C.V.,DISPERSION,GASOLINA,0.0,0.0,0.0
984,2021-04-01,4196,ESQUEMAS DE PRODUCTIVIDAD EMPRESARIAL S.C.,Servicios de contabilidad de costos,SUELDOS PRODUCCION,441.86,68.15,510.01
985,2021-04-01,498,JOEL MARTINEZ TOVAR,"Maquinado TAPON DE  ACERO INOX.  NPT 2"" TUS"".",COMPRAS,490.0,78.4,568.4
